제목,시작일,종료일,장소,이미지 URL
지속가능한 미래가 오다[ODA],2023.05.17.,오픈런,KOICA 개발협력전시관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20230801_132%2F1690859835795q1fn1_JPEG%2F360_main_thumb_url_1690859835776.jpg
이우환 공간 상설전시,2023.01.01.,2099.12.31.,부산시립미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20230705_287%2F1688534807026OMPH4_JPEG%2F360_main_thumb_url_1688534807010.jpg
원더래빗 고양,2022.06.01.,오픈런,매직플로우,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220624_64%2F1656046568816gAzue_JPEG%2F360_main_thumb_url_1656046568794.jpg
어둠속의대화 동탄,2021.08.20.,오픈런,롯데백화점 동탄점,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240205_297%2F1707109613403cV4Sr_PNG%2F360_25786466_main_thumb_url_1707109613356.png
양주 조각숲 나들이,2020.06.01.,오픈런,장흥자연휴양림,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20221117_281%2F1668678624913WhwFk_JPEG%2F360_14284760_main_thumb_url_1668678624831.jpg
빽투더래옹,2020.04.08.,오픈런,래옹갤러리,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3029_000_11%2F20200514181222694_CVS9QBXR0.jpg%2F%25EB%259E%2598%25EC%2598%25B9.jpg%3Ftype%3Dm1501
대구 근대 회화의 흐름,2025.01.14.,2028.02.29.,대구미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250204_121%2F1738651077159sgSYw_PNG%2F360_main_thumb_url_1738651077137.png
"계속 변화한다, 모든 것은 연결된다, 영원히 계속된다",2025.01.14.,2026.01.25.,대구미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250204_119%2F1738650807490DcyEX_PNG%2F360_main_thumb_url_1738650807453.png
몬순으로 열린 세계: 동남아시아의 항구도시,2024.01.30.,2026.02.01.,국립아시아문화전당,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240131_57%2F1706680464782Sd2us_JPEG%2F360_main_thumb_url_1706680464741.jpg
EXTENSION OF ORIGIN : 기원의 확장,2022.09.01.,오픈런,Fe01,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20230104_12%2F1672800194363yNmLS_JPEG%2F360_29580682_main_thumb_url_1672800194263.jpg
오나경 : PUM-PING展,2022.08.10.,오픈런,잇츠룸 갤러리카페,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220822_40%2F1661147677677cpagn_JPEG%2F360_main_thumb_url_1661147677614.jpg
여의도 나이트 클럽,2024.12.16.,오픈런,창생플랫폼,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250320_140%2F1742451106902GttkE_JPEG%2F360_main_thumb_url_1742451106892.jpg
운보 김기창 展,2025.02.18.,2026.03.22.,아라리오갤러리 천안,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250219_106%2F1739944085158MDNw6_JPEG%2F360_main_thumb_url_1739944085150.jpg
바람 빛 물결,2025.02.07.,2026.02.09.,전남도립미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250211_203%2F1739265128275P2zdw_JPEG%2F360_main_thumb_url_1739265128135.jpg
이 이야기가 나의 마지막 임무입니다,2023.10.01.,2030.10.31.,평화탐험체험관 전시실,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20231023_240%2F1698061719768zrTdV_JPEG%2F360_main_thumb_url_1698061719724.jpg
소아르떼 미디어센터 상설전,2023.04.01.,2025.12.31.,담양 소아르떼,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250304_25%2F1741065461336mPnqA_JPEG%2F360_31974821_main_thumb_url_1741065461328.jpg
Time After Time,2023.04.23.,오픈런,경주 코오롱 호텔,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20230502_142%2F1682992722509RcVPa_JPEG%2F360_main_thumb_url_1682992722446.jpg
기린 아트 페어,2022.08.23.,2025.12.31.,문화공간 기린,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241230_257%2F1735529863790s4Jq0_PNG%2F360_28704985_main_thumb_url_1735529863745.png
남해각 일상의 역사,2020.09.25.,오픈런,남해각,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20210510_182%2F1620639575844hKA6y_JPEG%2F360_main_thumb_url_1620639575782.jpg
나의 정원... 모두의 정원,2021.04.01.,2025.12.31.,아미미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20210406_74%2F1617711084931vgUOE_JPEG%2F360_main_thumb_url_1617711084911.jpg
아트하우스 갤러리 투어,2020.12.13.,오픈런,곡성 강빛마을 펜션,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3029_000_16%2F20210114153730248_MS6UMFMAL.png%2F%25EC%25A7%2584%25EC%25A7%259C.png%3Ftype%3Dm1501
"강기석 : 놀라지말아요, 브라질이니까",2020.09.28.,오픈런,탠덤커피클럽,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3029_000_15%2F20201120185102338_GJJHL7D47.png%2F1605865850.png%3Ftype%3Dm1501
하리보 해피월드 인 제주,2024.07.12.,오픈런,하리보 해피월드,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240715_79%2F1721011575932CHzPT_JPEG%2F360_33979453_main_thumb_url_1721011575907.jpg
에릭 오 : O,2024.04.25.,2025.06.30.,하우스오브레퓨즈,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240419_158%2F17134920454595Rx6j_JPEG%2F360_main_thumb_url_1713492045432.jpg
폴더,2022.12.17.,오픈런,코시롱타운,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20230109_187%2F1673232055884TlPrS_JPEG%2F360_29634821_main_thumb_url_1673232055851.jpg
김택화 미술관 상설전,2019.12.16.,오픈런,김택화미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20210312_279%2F16155457662316FBlu_PNG%2F360_main_thumb_url_1615545766133.png
아라리오컬렉션,2014.10.01.,오픈런,아라리오뮤지엄 탑동시네마,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3029_000_8%2F20200110102954528_ZLYH2QB41.jpg%2F%25EC%2595%2584%25EB%259D%25BC.jpg%3Ftype%3Dm1501
아라리오컬렉션,2014.10.01.,오픈런,아라리오뮤지엄 동문모텔,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3029_000_8%2F20200110103354210_23OD93Q03.jpg%2F%25EC%2595%2584%25EC%25BB%25AC.jpg%3Ftype%3Dm1501
"그리스가 로마에게, 로마가 그리스에게 ",2023.06.15.,2027.05.30.,국립중앙박물관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20230723_7%2F1690056334549XCgTR_PNG%2FD089039_7c90ee60_202307p001.png%3Ftype%3Dm1500
PEN-sight: 연수의 과거와 현재를 그리다,2025.04.03.,2025.04.10.,갤러리다솜,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250321_91%2F17425393295954zk7p_JPEG%2F360_main_thumb_url_1742539329576.jpg
인천 인연(因緣) - 만남전,2025.04.03.,2025.04.10.,갤러리나무,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250321_299%2F1742538348888dGLKS_JPEG%2F360_main_thumb_url_1742538348860.jpg
이서하 : 인생은 아름다워,2025.03.16.,2025.04.10.,갤러리 원,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250321_248%2F1742529235139RhW1k_JPEG%2F360_main_thumb_url_1742529235014.jpg
